Desplaz. [mm]	Fuerza [N]
119.7	96.89
119.7	96.89
120.0586047	96.89
120.2	97.66
120.6	97.66
121	97.66
121.3458355	98.42
121.4	98.42
121.8	98.42
121.8	97.66
122.3	97.79959387
122.5911281	98.42
122.6	98.42
123.1	98.43953177
123.3277036	99.18
123.4	99.18
123.5170017	99.18
123.9	99.8848126
124.2	99.95
124.3941188	99.95
124.7	100.555204
125.2	100.7
125.490141	100.7
125.5	100.7
125.5719016	100.7
125.9	101.2822932
126.3	101.5
126.3	101.5
126.3	101.5
126.8	101.954901
127.1	102.2
127.2958876	102.2
127.5	102.2
127.9578223	102.2
128.0509625	102.2
128.4	102.548324
128.6219109	103
128.9140322	103
129.1	103
129.2424558	103.8
129.6	103.8
129.9	103.8
129.9	103.8
130.0199454	103.8
130.4	104.3977092
130.8	104.5
131.1659109	104.5
131.4211258	104.5
131.6	104.5
131.9388739	104.5
132	104.5
132.2466764	106
132.5228556	106
132.8	106
132.8	105.6135926
133.2078031	105.3
133.3	105.9785135
133.7	106.1409199
133.9275504	106.8
134	106.8
134.6391598	106.8
134.8	106.8
135.2857132	107.6
135.4029309	107.6
135.6	107.6
135.7642814	107.6
136.4213362	108.3
136.5	109.7375372
136.9	109.9
136.9	109.9
137.2441096	109.9
137.3	109.9
137.661431	109.9
137.9237517	110.6
138.2	110.6
138.5	110.8216547
138.6824896	111.4
138.9	111.4
139.2922162	112.2
139.5	112.2
139.9	112.3594697
140.2	112.9
140.2684318	112.9
140.5	112.9
140.6131902	113.7
141	113.7
141.3441811	113.7
141.4	113.7
141.8878664	114.4
142.1815713	114.4
142.2	115.2
142.7	115.2
142.9587372	115.2
143	115.2
143.4251108	115.2
143.6	115.8481133
143.9625239	116
144.2119992	116.7
144.3381951	116.7
144.6	116.7
144.9290973	118.3
145.1	118.3
145.6	118.3
145.842809	118.3
145.9	118.3
145.934388	118.3
146.3	118.3
146.3	119
146.8	119
146.9771855	119
147.1	119
147.5	119
147.9854874	119.8
148.0308261	120.5
148.4	120.5
148.7	120.5
148.7	120.5
148.7507043	120.5
149.3561109	121.3
149.5	121.3
149.9322624	121.3
150.1130444	122.1
150.4	122.1
150.4	122.2962781
150.4626079	122.8
150.9	122.8
151.2366851	122.8201721
151.4501359	123.6
151.6	123.6
151.8423243	123.6
152	123.6
152.4	123.6
152.779413	124.4
152.9	124.4
153.3	124.6326568
153.5889468	125.1
153.6	125.1
153.7132667	125.1
154	125.1
154.5	125.1
154.9331736	126.6
155.2114197	127.4
155.3	127.4
155.6268499	128.2
155.709313	127.4
156.1	127.4
156.1	128.2
156.6	128.2
156.6	128.2
157.0583983	128.2
157.2158645	128.2
157.4	128.2
157.8	128.2
158.0831453	128.9
158.2	129.7
158.6	129.7
158.6	129.7
159	129.7
159.0527626	129.7
159.4	130.3098706
159.8	130.5
159.8902565	132
160.3	131.5600089
160.6801922	131.2
160.9807273	131.2
161.1	131.2
161.3826325	132.8
161.5076097	132.8
161.8	132.8
161.8	132.8
161.8141745	132.8
162.4	133.1036747
162.7454811	133.5
163.0095568	133.5
163.1	133.5
163.2630853	133.5
163.4	133.5
163.4	133.9704898
163.6707579	134.3
164	134.9043463
164.4	135
164.6720255	135
164.8546393	135
165.1	135
165.2349199	135
165.5	135
165.5391177	135.8
166	136.0745509
166.191845	137.3
166.7	136.6
166.7	136.6
166.7513975	136.6
167.1	136.9476399
167.4652585	137.3
167.5	137.3
167.8919135	138.1
168.2612367	138.1
168.3	138.1
168.5775949	138.9
168.8	138.9
169.2	138.9
169.4372739	138.9
169.6720398	140.4
170	140.4
170.1334387	140.4
170.4	141.004042
170.8	141.1
170.8	141.9
171.3	141.9
171.4154543	141.9
171.7	141.9
171.7	141.9
172.1	142.3685186
172.4	142.7
172.5938924	143.4
172.9	144.2
173.3	144.2
173.5340451	145
173.9969411	145
174	145
174.5	145
174.8438763	145
174.9	145
174.9	145
175.3	145.0889911
175.6041264	145.7
175.7	145.7409719
175.8133215	147.2
176.2	147.2
176.5	147.2
176.7998513	147.2
177.2808254	148
177.4	148.8
177.8	148.8
177.9809996	148.8
178.1	149.4788478
178.6	149.5
178.9540461	149.5
179.1232273	149.5
179.4	149.9862636
179.8	150.3
179.8	150.3
179.8103147	151.1
180.2	151.1
180.4653052	151.1
180.6	151.1
181.1486746	151.8
181.4	151.8
181.8853421	152.6
181.9234221	152.6
182.2	152.6
182.2	153.8203271
182.581952	154.1
182.8044503	154.1
183.1	154.1
183.2773607	154.1
183.5	154.6224611
183.8859547	154.9
183.9	154.9
