Desplaz. [mm]	Fuerza [N]
12.37128181	1540
12.42668921	1540
12.44	1540
12.48	1540
12.52055813	1541
12.53	1543
12.58	1543
12.58505704	1543
12.62579427	1543
12.64	1543
12.65455722	1543
12.69	1543.703819
12.73	1544
12.73	1544.710451
12.7626136	1545
12.78	1545
12.81	1545
12.84462436	1545
12.85	1545
12.88011406	1546
12.89	1546
12.94	1546
12.96534515	1546
12.9969039	1547
13.02	1547
13.05	1547
13.09047986	1547
13.1	1547
13.15839347	1548.181378
13.17731056	1549
13.18	1549
13.22	1549.18817
13.24146361	1550
13.26	1550
13.26	1550
13.28856006	1550
13.3	1550
13.34	1550
13.34	1550
13.35409243	1550
13.39	1550.810606
13.43	1551
13.44352015	1552
13.47	1552
13.47	1552
13.48984946	1552
13.52	1552
13.56601555	1552.335129
13.58	1553
13.60498488	1553
13.63	1553
13.67	1553
13.67463138	1553
13.73992415	1554
13.75	1554
13.79	1554
13.79448564	1554
13.83	1554
13.84706969	1555
13.88	1555
13.88	1555.495937
13.90946798	1556
13.94794568	1556
13.96226547	1556
13.99	1556
14.01962959	1556
14.04	1556
14.04963449	1556
14.09	1556
14.12276395	1556.021592
14.14340918	1557
14.16	1557
14.2	1557
14.25	1558
14.27195654	1558
14.29	1558
14.29	1558
14.32004065	1558
14.35	1558
14.36701369	1558.129887
14.41	1559
14.44461626	1559
14.46064103	1559
14.48	1558.027731
14.52	1558
14.52	1558.779647
14.56571675	1559
14.58775692	1559
14.61	1559
14.61	1559
14.64270496	1559
14.67316312	1559
14.69	1559
14.73	1559
14.75494289	1559
14.78	1559.601217
14.81680009	1560
14.83916035	1560
14.85	1560
14.87835977	1560
14.89	1560
14.93	1560
14.96772863	1560
14.98	1560
14.98	1561
15.02813541	1561
15.06	1561
15.06523819	1561
15.1	1561
15.14	1561
15.14128371	1561
15.19	1561
15.22895409	1561
15.24021569	1561
15.26	1561
15.26	1561.810198
15.3	1562
15.30106398	1561
15.34	1561
15.38552682	1562
15.4149013	1562
15.43	1562
15.46	1562
15.46	1562
15.51	1562
15.53384851	1562
15.55	1562
15.55	1562
15.595517	1562
15.63	1562
15.64140245	1563
15.67	1563
15.67	1563
15.69755087	1563
15.72	1563
15.75	1563
15.76749213	1563
15.79	1563
15.80167556	1563
15.84	1562.399067
15.88	1562
15.90006749	1562
15.92	1562
15.92	1562
15.96	1562
15.98850069	1562
16	1563
16.04	1563
16.05370477	1563
16.08	1563
16.13	1563
16.13	1562.395153
16.16	1562
16.18566408	1562
16.2	1562
16.20715932	1562
16.24	1562
16.27690734	1562
16.28	1562
16.28	1562
16.28462831	1562
16.34361265	1561.187032
16.36	1561.489494
16.40330515	1562
16.41	1562
16.45	1561.665429
16.47833073	1561
16.49	1561
16.52792099	1561
16.54	1561
16.58	1561
16.61	1561
16.61	1561
16.66	1561
16.66514529	1561
16.7	1561
16.74	1561
16.75660906	1561
16.77	1561
16.80689234	1560
16.81	1560
16.81901089	1560
16.86	1560
16.874101	1559
16.91788066	1559
16.93	1559
16.98	1559
16.98309706	1559
17.02	1559
17.02	1559
17.04559654	1559
17.080165	1559
17.1	1559
17.1	1559
17.14	1559
17.1537001	1558
17.18	1558
17.23	1558
17.2352915	1557
17.27	1557
17.31	1557
17.31	1557
17.32713227	1557
17.37	1556.577833
17.38497758	1556
17.44	1556
17.46618902	1556
17.4917696	1555
17.51	1556
17.55	1556
17.55	1556
17.55127652	1554
17.6	1554
17.62960947	1554
17.66338674	1553
17.68	1553
17.6937587	1554
17.72	1554
17.75	1553.770435
17.76330546	1553
17.79	1553
17.79	1553
17.84	1553
17.84	1553
17.88049369	1552
17.89226667	1551
17.92	1550.352916
17.95	1550
17.95	1550
17.95	1550
18.01	1550
18.02355825	1549
18.04	1548
18.08	1548
18.08	1547
18.12	1546.923536
18.12899188	1546
18.17	1546
18.18486086	1544
18.23258736	1543
18.25	1543
18.28	1543
18.32870542	1541
18.33	1540
18.38	1540
18.40285076	1538
18.4131419	1537
18.45	1537
18.45928134	1102
