Desplaz. [mm]	Fuerza [N]
23.63	64.85
23.65474318	64.85
23.68	64.85
23.72	64.85
23.77	64.85
23.78517681	64.85
23.79	64.85
23.79	64.85
23.84	64.85
23.84	65.02422948
23.85151754	65.61
23.88	65.61
23.9119833	65.61
23.93319471	65.61
23.97	65.61
24	65.61
24.03021952	65.61
24.05	65.61
24.09	65.61
24.09720986	65.61
24.13	65.61
24.16	65.61
24.18767931	65.61
24.21	65.61
24.25	65.61
24.28013796	65.61
24.30387034	65.61
24.33	65.61
24.36627846	65.61
24.37	65.61
24.38694641	65.61
24.42	66.10703606
24.46	66.38
24.46	66.38
24.50862051	66.38
24.5273429	66.38
24.53	66.38
24.57	66.38
24.60891862	67.14
24.61	66.38
24.66	66.38
24.66	66.38
24.70342483	67.14
24.72787298	67.14
24.74	66.38
24.78	66.38
24.78	66.99207797
24.81468361	67.14
24.82	67.14
24.87	67.14
24.88620543	67.9
24.9	67.9
24.93304939	67.14
24.96991674	67.14
24.98	67.14
25.02	67.14
25.06	67.9
25.0692192	67.9
25.1	67.9
25.12398482	67.9
25.14	67.9
25.14	67.9
25.19	67.9
25.23	67.9
25.24567599	67.9
25.27	67.9
25.27	68.66
25.31	68.66
25.32747726	68.66
25.35	68.66
25.39049006	68.66
25.4	68.66
25.44	68.66
25.46916087	68.66
25.47	68.66
25.47	68.66
25.52	68.66
25.52707397	68.66
25.56	68.66
25.59	68.66
25.59	68.66
25.59509999	68.66
25.63	68.66
25.68	68.66
25.71687558	68.66
25.72101476	68.66
25.76	68.66
25.79937082	68.66
25.83303274	69.43
25.84	69.43
25.88	69.43
25.93	69.43
25.93551054	69.43
25.96	69.43
25.96	69.43
25.99308063	69.43
26.03603195	69.43
26.04	70.19
26.08	70.19
26.08914266	69.43
26.13	69.88329911
26.16897514	70.19
26.18553521	70.19
26.21	70.19
26.25	70.19
26.26983759	70.19
26.29	70.19
26.33	70.19
26.33	70.19
26.37871029	70.19
26.39563894	70.19
26.42	70.19
26.45	70.19
26.45313493	70.19
26.49	70.19
26.49	70.19
26.55	70.19
26.55	70.19
26.59	70.19
26.59	70.19
26.61715703	70.95
26.65	70.95
26.69894544	70.95
26.72167202	70.95
26.74	70.95
26.7789676	70.95
26.78940662	70.95
26.82	70.95
26.82	70.95
26.86	70.95
26.87792156	70.95
26.9	71.66178106
26.94	71.72
26.95739847	71.72
26.98	71.72
26.98	70.9700968
27.02	70.95
27.02	70.95
27.07	70.95
27.12	71.69985023
27.1318706	70.95
27.15	71.72
27.19	71.72
27.19104747	71.72
27.23	71.72
27.23	71.72
27.26753489	71.72
27.28	71.72
27.29412163	71.72
27.33902431	71.72
27.35	71.72
27.39	71.72
27.39302415	71.72
27.43	71.72
27.43188284	71.72
27.50128751	71.72
27.51	71.72
27.55	71.72
27.595983	71.72
27.6	71.72
27.63	71.72
27.63	71.72
27.64086226	71.72
27.69381359	71.72
27.72	71.72
27.75039419	71.72
27.76	71.72
27.77176906	72.48
27.81	72.48
27.86528791	72.48
27.88168185	72.48
27.90972032	72.48
27.92	72.48
27.96	72.48
27.96732929	72.48
28	72.48
28.02759453	72.48
28.05543033	73.24
